"MOL Hungarian Oil","mol hungarian oil|mol|MOL Group"
"Ecopetrol","ECOPETROL S.A"
"BBVA Bancomer",""
"Gazit-Globe Ltd.",""
"Societe du Palais de la Mediterranee",""
"Enea S.A.",""
"Chocoladefabriken Lindt & Sprungli AG",""
"USHIO Inc.",""
"SSAB AB (publ.)",""
"SBAB Bank AB (publ) "SBAB"",""
"Oriflame Cosmetics Global S.A.",""
"Banco Santander Chile",""
"Wankio Industry Sdn. Bhd",""
"Thal Engineering",""
"Oki Electric Industry Co., Ltd.",""
"MS&AD Insurance Group Holdings, Inc.",""
"AB Storstockholms Lokaltrafik",""
"Comverse, Inc.",""
"Korea Agro - Fisheries & Food Trade Corporation",""
"Creat Group Co., Ltd.",""
"Innovation Norway",""
"The Investment Fund for Developing Countries",""
"The Investment Fund for Central and Eastern Europe",""
"The Investment Fund for Developing Countries - IFU",""
"Lanco Infratech Limited",""
"Hikma Pharmaceuticals Plc",""
"Olympus Iberia, S.A.U.",""
"William Demant Holding A/S",""
"Aguas de Manizales S.A E.S.P.",""
"Kikkoman Corporation",""
"J&K Sai Star Society",""
"Indus Motor Company",""
"Pgnig Group","pgnig group|pgnig|Polskie Gornictwo Naftowe i Gazownictwo S.A."
"Banco General S.A.",""
"Fresnillo PLC",""
"Cheong Won Construction Co., Ltd.",""
"Axfood AB",""
"Hotel de Crillon",""
"blu Professionals GmbH",""
"BioMerieux",""
"Natais",""
"Dunav Insurance Company",""
"Holley Group Co., Ltd.",""
"EAD - Empresa de Arquivo de Documentacao, SA",""
"Sappi Limited",""
"Totalizator Sportowy Sp. z o.o.",""
"All About Brands plc",""
"Tetra Pak S.R.L.",""
"Korea Employment Agency for the Disabled",""
"Marsh Brockmann y Schuh",""
"Korea Securities Depository",""
"Dong-il Corporation",""
"Exxaro Resources Ltd.",""
"The Indian Hotels Company Ltd.",""
"Mishra Dhatu Nigam Ltd.",""
"Wienerberger AG",""
"Esposende Ambiente, EM",""
"Holcim Ltd",""
"Actavis Turkey Pharmaceuticals",""
"Bolsa de Valores de Colombia",""
"Klabin S.A.",""
"COHAPAR - Companhia de Habitacao do Parana",""
"Unidus Corporation",""
"Faculdades Integradas Santa Cruz de Curitba",""
"Essent N.V.",""
"Premier Oil Plc",""
"Dalekovod d.d.",""
"ASR Nederland N.V.",""
"Systembolaget",""
"Maxsteel Corporation (Suzhou) Ltd.",""
"Empresa de Licores de Cundinamarca",""
"Oceana Group Limited",""
"Radiometer Medical ApS",""
"Empresa de Acueducto y Alcantarillado de Bogota-ESP",""
"Atrium Ljungberg AB",""
"Sabaf S.p.A.",""
"Caja de Compensacion Familiar del Huila",""
"Pick n Pay",""
"Commercial Bank of Ceylon PLC",""
"Fundacion Social",""
"Deutsche Bahn AG",""
"Ingener",""
"Instituto Nacional de Emprendedurismo Social AC",""
"PetroChina","PetroChina Company Limited"
"Shougang Corporation",""
"Posten Norge AS",""
"Transener S.A.",""
"Transba S.A",""
"Cemig","Companhia Energetica de Minas Gerais"
"Shin Nippon Biomedical Laboratories, Ltd.",""
"NEC Fielding, Ltd",""
"Al-Ghazi Tractors Ltd.",""
"Administracion Nacional de Puertos",""
"Satluj Jal Vidyut Nigam Ltd. (SJVN)",""
"RTVE",""
"Balnak Logistics Group",""
"Euro Mec S.r.l.",""
"Mission Essential Personnel, LLC",""
"Korea Cadastral Survey Corporation",""
"Nireus Aquaculture S.A.",""
"RWE Polska S.A.",""
"Randstad Holding nv",""
"Aderans Co., Ltd.",""
"Aitken Spence PLC",""
"Sumitomo Forestry Co., Ltd.",""
"Dhiraagu Plc",""
"JX Nippon Oil & Energy Corporation",""
"FCC","Fomento de Construcciones y Contratas, S.A."
"Barq Al-Yassin",""
"Banco Fibra",""
"Nissan Motor Co. Ltd.",""
"Sund & Baelt Holding A/S",""
"Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S.",""
"Bolu Cimento Sanayi A.S.",""
"Cegelec Sud-Ouest","CEGELEC Nord et Est|Cegelec Paris"
"Institute of Oil Transportation",""
"Alma Media Corporation",""
"Matex International Limited",""
"EDF Polska",""
"Raya Holding",""
"Solar A/S",""
"ANCAP",""
"Auluna Leather Company A/S",""
"Hakuhodo DY Holdings Inc.",""
"Plastic Omnium",""
"Grupo Grana y Montero",""
"Universidad del Pacifico",""
"Diesel & Motor Engineering Plc.",""
"Petroleum Development Oman",""
"Autopistas del Sol",""
"Bio Pappel, S.A.B. de C.V.",""
"Wilson Learning Worldwide Inc.",""
"DSB",""
"SNCF (Société Nationale des Chemins de Fer)","SNCF"
"Korea Railroad Corporation",""
"National Pension Service",""
"BDO LLC",""
""MGA" Water LLC",""
"Termopernambuco S/A",""
"RELX Group plc",""
"The Innovation Group plc",""
"Evonik Industries AG",""
"EKF Diagnostic GmbH",""
"Cia Ultragaz S.A",""
"Beijing C&W Technology Co., LTD",""
"Commercial Bank of Dubai",""
"Dongmyung Lighting Co., Ltd",""
"RATP",""
"Siemens, S.A.",""
"EMAYA - Empresa Municipal de Aguas y Alcantarillado",""
"Hinopak Motors Limited",""
"The Tinplate Company of India Limited",""
"JV Mobile TeleSystems LLC",""
"Aeroports de Paris - ADP",""
"Eletropaulo Metropolitana Eletrecidade de Sao Paulo S/A",""
"AES Tiete S.A.",""
"Cable & Wireless Panama S.A.",""
"Tata Elxsi Ltd.",""
"Iceland Post",""
"GXS Co., Ltd.",""
"KB Kookmin Bank",""
"technotrans AG",""
"Karcher Futuretech GmbH",""
"ALTEN",""
"The British Land Company plc",""
"Usina Acucareira Sao Manoel S.A.",""
"Gebalis, EEM",""
"Casio Computer Co., LTD.",""
"BoConcept",""
"Batool Welfare Trust, Rawalpindi Pakistan",""
"SAMACO (Seoul Metropolitan Agricultural & Marin Products Corporation)",""
"Inaba Denki Sangyo Co., Ltd.",""
"MMTC",""
"AQ Electric Suzhou Co., Ltd",""
"Scangroup Limited",""
"Makpetrol A.D.",""
"Danisco A/S",""
"LEM Holding SA",""
"Liseberg AB",""
"TECNOCOM, Telecomunicaciones y Energia, S.A.",""
"Empresas Varias de Medellin E.S.P.",""
"Centrais Electricas Brasileiras S.A. - ELETROBRAS",""
"Itaipu Binacional - Brazil",""
"Air Greenland",""
"Shinko Shoji Co., Ltd",""
"Heineken N.V.",""
"ENABLON SA",""
"Intercoop Grupo Cooperativo",""
"Bedag Informatik AG",""
"Fonds de solidarite FTQ",""
"Mitsubishi UFJ Financial Group, Inc.",""
"TFP Solutions Berhad",""
"Consorzio Cooperative Costruzioni",""
"The Consortium for Purchasing and Distribution Ltd.",""
"add'if",""
"Compassion Korea",""
"Oando Plc",""
"Banco Popular y de Desarrollo Comunal",""
"Aamra Technologies Limited",""
"USIMINAS",""
"Aurico Gold Inc.",""
"Telnet Redes Inteligentes, S.A.",""
"DIC Corporation",""
"RGE Engineering Co & RGE Group",""
"Coca-Cola Beverages Ukraine Ltd.",""
"Bank Uralsib",""
"Compania Espanola de Financiacion del Desarrollo, COFIDES, S.A",""
"Empresas ICA S.A.B. de C.V.",""
"Banco Multiple Caribe Internacional S.A.",""
"KEPCO Engineeing & Construction Company, Inc.",""
"EBARA Corporation",""
"Comsa Emte",""
"Marine Harvest ASA",""
"Unión Andina de Cementos (UNACEM)",""
"ASB Community Trust",""
"Holcim - Hrvatska d.o.o.",""
"BioPorto A/S",""
"Grupo Cementos de Chihuahua",""
"Virtusa Corporation",""
"Gabriel Resources Ltd.",""
"Shenzhen Jianchen Industrial Co., Ltd",""
"Access Bank Plc",""
"Elektro Eletricidade e Servicos S.A.",""
"Danish Architecture Centre - DAC",""
"Logica",""
"Elior",""
"Operadora la Caleta S.A. de C.V. - Parque Xel-ha",""
"ARCTUROS Environmental Civil Society",""
"Harman International Industries, Inc.",""
"E.S.E. Hospital del Sur Gabriel Jaramillio Piedrahita",""
"Sauer Energy Inc.",""
"Grupo Tragsa",""
"Coleman Containers Limited",""
"AIK Turkiye - AIK Holding Anonim Sirketi ve istirakleri",""
"Institut International d'Ingenierie de l'Eau et de l'Environnement",""
"Suzhou Boamax Technologies Group Co.,Ltd。",""
"Korea Postal Logistics Agency",""
"Gas Natural Fenosa Argentina",""
"LLC Firm Astarta Kyiv",""
"PTT Aromatics and Refining Public Company Limited",""
"Else Consultants",""
"Topcon Corporation",""
"Liba Laboratuarlari AS",""
"Trent Limited",""
"Interconexion Electrica S.A. ISA ESP",""
"Korea Land & Housing Corporation",""
"Egyptian Transport & Commercial Services Co S.A.E. (EGYTRANS)",""
"PT Supra Boga Lestari",""
"Gas Natural Fenosa Mexico",""
"Ledesma SAAI",""
"Sinosteel Corporation",""
"Jason Electronics (Pte) Ltd",""
"Korea Deposit Insurance Corporation",""
"PSA Peugeot Citroen",""
"Fundacion Hospital Sant Jaume d'Olot",""
"Kempen Capital Management NV",""
"Heracles General Cement Co. S.A.",""
"Sinochem Group",""
"NetDimensions Limited",""
"Tetra Pak Limited",""
"Administracion de las Obras Sanitarias del Estado (OSE)",""
"Life Technologies Corporation",""
"Huawei Technologies Co. Ltd.",""
"Daewoo Engineering & Construction Co., Ltd.",""
"Benesse Holdings, Inc.",""
"Bilfinger SE",""
"Carrefour Argentina (INC S.A.)",""
"Reseau de Transport d'Electricite (RTE)",""
"Grontmij",""
"Ricoh Europe",""
"Coca-Cola Beverages Belorussiya FE",""
"InterContinental Hotels Group",""
"Macfarlane Packaging",""
"Holcim (Nicaragua), S.A.",""
"Cape Town International Convention Centre Company SOC Ltd (RF)",""
"MP Medicina Personalizada",""
"FIRA-Banco de Mexico",""
"Korea Airports Corporation",""
"Cajasol - Monte de Piedad y Caja de Ahorros San Fernando de Huelva, Jerez y Sevilla",""
"Ebert Machine Company, Incorporated",""
"Viru Keemia Grupp AS",""
"Coca-Cola HBC Polska",""
"Ryerson Inc.",""
"Fourlis Holdings SA",""
"Corporate Fashion International Ltd.",""
"Gornoslaska Spolka Gazownictwa",""
"IBS - Visoka sola za mednarodno poslovanje",""
"FABRO Construction and Trade Co. Ltd.",""
"Furnas Centrais Eletricas S/A",""
"Centre de Developpement Socioculturel",""
"Instituto Boliviano De Comercio Exterior (IBCE)",""
"Korea Minting and Security Printing Corporation - KOMSCO",""
"Hindustan Zinc Limited","Hindustan Zinc Ltd."
"BioPak",""
"Pulmuone Co., Ltd.",""
"Thai British Security Printing Public Co Ltd",""
"KLM ","KLM |KLM Royal Dutch Airlines"
"German-Brazilian Chamber of Industry and Commerce",""
"IMI Plc",""
"Global Fleet Sales LLC (RMA Group - USA)",""
"Pfizer, Inc.",""
"Anglo American plc",""
"Instituto Quovis",""
"Cemento Panama, S.A.",""
"Al-Karam Textile Mills (PVT) Limited",""
"INA - Industrija Nafte d.d. Zagreb",""
"H & Askham Ltd",""
"Carey and Allende",""
"Centre for Sustainability and Excellence (CSE)",""
"BRF Brasil Foods S.A.",""
"Gulf Energy Maritime (GEM) PJSC",""
"Sulzer Management AG",""
"Invensys plc",""
"Transportadora de Gas del Norte S.A.",""
"CREA-PR - Conselho Regional de Engenharia e Agronomia do Parana",""
"Citizen Holdings Co., Ltd.",""
"Midsona AB",""
"ASUR - Grupo Aeroportuario del Sureste, S.A.B. de C.V.",""
"HSBC Holdings plc.",""
"Eletronorte - Centrais Eletricas do Norte do Brasil S.A.",""
"Ghabbour Auto SAE",""
"Grupo Melo",""
"Corporacion Geo S.A.B. de C.V.",""
"Korea Trade Insurance Corporation (K-sure)",""
"China National Building Materials Group Corporation",""
"Pacific Hydro",""
"Aker Solutions ASA",""
"VAPTECH LTD.",""
"Takuma Co., Ltd.",""
"Copenhagen Airports A/S",""
"M & P Nurst AS",""
"Caz Creole",""
"Ossur hf.",""
"Tecnicontrol S.A.",""
"Hyflux Ltd",""
"MediaCorp Pte Ltd.",""
"Canon Marketing Japan Inc.",""
"Caspian Technology Company",""
"POSCOPLANTEC CO., LTD",""
"SVQ",""
"Fundacion Paraguaya de Cooperacion y Desarrollo",""
"Telecom Argentina S.A.",""
"Mitsubishi Logistics Corporation",""
"Grindeks",""
"Endesa Colombia",""
"Cramo Group",""
"TAP Obra Civil y Edificacion S.L.",""
"Fundacion EOI Escuela de Negocios",""
"M/S Rural Electrification Corporation Limited",""
"IEWC",""
"Korea Workers' Compensation & Welfare Service",""
"Bapro Medios de Pago S.A.",""
"Lakehouse Contracts",""
"Africa Health Research Organization",""
"ARM Holdings","arm holdings|arm|ARM Holdings plc"
"Daiichi Sankyo Brasil Farmaceutica",""
"Barangaroo Delivery Authority",""
"VUB, a.s.",""
"Privredna Banka Zagreb",""
"FTSE Group",""
"Organizacion Cultural Internacional Nueva Acropolis (Peru)",""
"Open Joint -Stock Company 'Byelorussian Steel Works-management company of "Byelorussian Metallurgical Company" holding'",""
"NSG Group",""
"Korea Credit Guarantee Fund",""
"XIRING",""
"Open Joint Stock Company - IC Russ-Invest",""
"TNT Bulgaria Ltd","TNT|TNT Argentina S.A.|TNT Express WorldWide (Portugal)|TNT Express"
"National Bank of Serbia",""
"Cooperativa de Obras y Servicios Publicos de Macachin Limitada",""
"CGG",""
"GeoEye",""
"Eletrobras Distribuicao Alagoas",""
"Qsys eSolutions Pvt Ltd",""
"Dogus Otomotiv Servis ve Ticaret AS",""
"GronlandsBANKEN",""
"SESA Select Uruguay",""
"Viceversa Consulting S.A.",""
"Batten and Allen Ltd.",""
"Finnair Plc",""
"WesternZagros Resources Ltd.",""
"Kinnevik","Investment AB Kinnevik"
"ERDF (Electricite Reseau Distribution France)",""
"WLI Trading Limited",""
"Human Resources Development Services of Korea",""
"Alpro Comm. VA/SCA",""
"Towerbank International Inc.",""
"IDEC Corporation",""
"Holcim Madagascar",""
"SIVA International Management AS",""
"Tata Steel Processing And Distribution Limited",""
"Wisefull Technology Ltd.",""
"LATU (Laboratorio Tecnologico Del Uruguay)",""
"Caja de Ahorros de Vitoria y Alava- Kutxa Vital",""
"Soft Computing",""
"Empresa Distribuidora de Energia Atlantica - EDEA",""
"Nolato AB",""
"South African Post Office",""
"Thai Consultant and Public Relation Co., Ltd.",""
"Nordea Bank","nordea bank|nordea|Nordea Bank AB"
"Theodor Wille Intertrade (TWI)",""
"A. Schulman Thermoplastic Compounds Sdn. Bhd.",""
"Pakistan Refinery Limited",""
"Saab AB (publ)",""
"Lintec Corporation",""
"Royal Arctic Line A/S",""
"Goteborgs stads bostadsaktiebolag",""
"CPS Ingenieros, Obra Civil y Medio Ambiente",""
"Sesa Goa Ltd.",""
"Empresa Minera Inti Raymi S.A.",""
"Teliasonera","TeliaSonera AB"
"Banca Intesa Beograd",""
"StoveTec",""
"Teachers' Pension",""
"Sandoz Ilac Sanayi ve Ticaret A.S.",""
"Oji Holdings Corporation",""
"Swiss Post Ltd.",""
"COELCE - Companhia Energetica do Ceara",""
"Monbat PLC",""
"Chimes Enterprises",""
"Lubeco AS",""
"Energinet.dk",""
"OHL Mexico, S.A.B. de C.V.",""
"Eletrobras Distribuicao Rondonia",""
"Mega Corp",""
"International Investment Bank",""
"Topsil Semiconductor Materials A/S",""
"Robex Ressources Inc.",""
"Protex Kenya Epz Ltd.",""
"u-blox AG",""
"Telefonica Brasil",""
"BP Plc",""
"Sapporo Holdings","Sapporo Holdings Limited"
"ECORYS Nederland B.V.",""
"Hindustan Construction Company Ltd (HCC)",""
"Ecolec Fundacion",""
"Alconex Speciality Products, Inc.",""
"GEFCO",""
"ANFACO - Asociacion Nacional de Fabricantes de Conservas de Pescados y Mariscos",""
"Xeracon, S.L.",""
"Arabian Enterprises Company",""
"Alternativas Actuales de Construccion S.L.",""
"Corporacio de Salut del Maresme i la Selva",""
"Serasa Experian",""
"Myanmar Agri-Tech Ltd.",""
"AECA",""
"ICBC","Industrial and Commercial Bank of China Limited"
"Pyrenalia Net Center, S.L.",""
"Nabtesco Corporation",""
"NGOs Computer Literacy, Shelter Welfare RawalPindi Pakistan (NCLSW)",""
"DekaBank Deutsche Girozentrale",""
"Caja General de Ahorros de Granada",""
"ESIC Business & Marketing School",""
"Cargills (Ceylon) PLC",""
"MERSEN",""
"Engro Corporation Limited",""
"Merkez Laboratuari Ilac Sanayi ve Ticaret A.S.",""
"Altran Innovacion, S.L. (Grupo Altran)",""
"FANCL Corporation",""
"Olympus","Olympus Corporation"
"TOMPLA SOBRE EXPRES, S.L.",""
"Inmet Mining Corporation",""
"Japan Post Holdings Co., Ltd.",""
"Alcor Brands, Inc.",""
"Spark Iberica, S.A.U.",""
"Alfa Laval","alfa laval|alfalaval|Alfa Laval Group"
"PTC India Ltd",""
"EVN Bulgaria EAD",""
"MC Mutual",""
"Tecnicas Electricas y Desarrollo Integral, S.L.U.",""
"Wilcock Consultants Ltd",""
"OCA - Obras Caminos y Asfaltos",""
"Colegio de Ambientólogos de Cataluña (COAMB)",""
"RWE AG",""
"Royo Group",""
"Brugal & Cía., S. A.",""
"LPS Bossard Pvt Ltd.","Bossard Group"
"Universidad de Cantabria",""
"Foretica",""
"Asociacion Espanola para la Calidad",""
"Mekonomen AB",""
"Shanghai Shenyu Electric Wire Co.,Ltd.",""
"Orisol Corporacion Energetica, S.A.",""
"Monte de Piedad y Caja General de Ahorros de Badajoz (Caja de Badajoz)",""
"Bilprovningen",""
"BECMA (Bombeo Energia y Compactacion de Madrid, S.L.",""
"Investor","investor|investorab|Investor AB"
"Talleres y Mantenimiento Industrial S.L.",""
"Compania Levantina de Edificacion y Obras Publicas, S.A.",""
"ELETROSUL Centrais Eletricas S.A.",""
"Constructora valle real s. a.",""
"Cyberville eServices Pte Ltd.",""
"Thai Oil Public Company Limited",""
"Hospital Plato",""
"Collegi de Censors Jurats de Comptes de Catalunya",""
"Grupo CIS IM/ CIS - The College for International Studies, International Management Business School, NGO Cruzada por los Niños",""
"Microsoft Slovakia s.r.o.",""
"Hospital Galdakao-Usansolo",""
"Central Coalfields Limited",""
"One Call Group (Holdings) Ltd",""
"Ecole de Management Strasbourg",""
"SECOVI-SP",""
"Prointec",""
"Meda AB",""
"Tau Ingenieria y Construcciones Especiales, S.A.",""
"Sociedad Aragonesa de Gestión Agroambiental, SLU (SARGA)",""
"Rotork p.l.c.",""
"SP Moulding A/S",""
"Mega Software y Comunicaciones S.L. - MEGASYC",""
"Promocaixa S.A.",""
"Multicaja - Caja rural aragonesa y de los Pirineos",""
"Shanghai Jinxin Electronics., Ltd",""
"Comercial J.Huete",""
"BK Consulting S.A.",""
"Disenos y Proyectos Reunidos, S.A.",""
"Celtic Estores, S.L.",""
"Casa Santiveri",""
"S.C. Contor Group S.A.",""
"Southern Folger Detention Equipment Company",""
"BG Group","bg group|bg-group|BG Group plc"
"Shanghai XinTongLian Packaging Material Co., Ltd",""
"Grupo Sodercan (Regional Development Society)",""
"Union de Mutuas M.A.T.E.P.S.S. no 267",""
"Ortiz Construcciones y Proyectos S.A.",""
"Marti Otel Isletmeleri A.S.",""
"Universidad Nacional de Educacion a Distancia (UNED)",""
"Centro Tecnologico del Calzado de La Rioja (CTCR)",""
"Caja Rural de Aragon (Cajalon)",""
"Savia Mantenimiento Industrial",""
"Banesto S.A. (Banco Espanol de Credito S.A.)",""
"Berendsen plc",""
"Alsima Consultores, S, Coop. And.",""
"Swedbank Lithuania",""
"Reliant Protective Services, LLC",""
"PerkinElmer, Inc.",""
"FORTEC, Formacion y Tecnologia S.A.",""
"United Company RUSAL",""
"Asociacion Espanola de Profesionales de Compras, Contratacion y Aprovisionamientos (AERCE)",""
"Telvent",""
"Deutsche Bank","deutsche bank|db|Deutsche Bank AG"
"Fundacion Sando",""
"Club Asturiano de Calidad",""
"Associacion Nacional de Grandes Empresas de Distribucion - ANGED",""
"Cenit Transporte y Logistica de Hidrocarburos S.A.S",""
"Traiglefer, S.L.",""
"Consejo General de Colegios Oficiales de Farmaceuticos",""
"Fundacion Rafael del Pino",""
"PT. XL AXIATA, Tbk",""
"Trade Caixa I S.A.",""
"Eurogruas 2000 SA",""
"Precimax Plastics Pty Limited",""
"Fundacion BBVA Bancomer A.C.",""
"Union Profesional",""
"SunOpta Incorporated",""
"NIPPONKOA Insurance Co., Ltd.",""
"1A Consultores S. Coop",""
"Poczta Polska S.A.",""
"Emte Cleanroom",""
"Cinde Soluciones, S.L.",""
"Empresa Brasileira de Correios e Telegrafos",""
"Fundacion de la Universidad Autonoma de Madrid",""
"Huffix Ambientes Empresariais Ind e Com de Moveis Ltda.",""
"Adolfo Dominguez",""
"Ence – Energía y Celulosa",""
"Dongdaemun-gu Facilities Management Corporation",""
"BT Espana Compania de Servicios Globales de Telecomunicaciones S.A.U.",""
"Castellana de Bebidas Gaseosas, S.A. CASBEGA",""
"Universitat Politecnica De Catalunya",""
"Fundacion Vida Sostenible",""
"Asociacion para las Naciones Unidas en Espana (ANUE)",""
"Fundacion Pueblo para Pueblo",""
"Fundacion Etnor",""
"Stockmann Group",""
"Lammhults Design Group AB",""
"Fondo Cantabria Coopera",""
"GEMAP - Gestion de Medio Ambiente y Planificacion",""
"Martom Seguranca Eletronica Ltda.",""
"Kendrion N.V.",""
"ABC Consultoria Tecnica Europea S.A.",""
"Universidad de Malaga",""
"SMART (PT Sinar Mas Agro Resources and Technology Tbk)","PT Sinar Mas Agro Resources and Technology Tbk."
"Agence Francaise de Developpement",""
"Grupo Nutresa S.A.",""
"IDLC Finance Limited",""
"Tisco - Taiyuan Iron &Steel (Group) Co., Ltd.",""
"DanYang WanBen Automobile Company Ltd.",""
"Carrab Industri AB",""
"TNK-Ukraine EFI",""
"Eletrobras Distribuicao Piaui",""
"Asociacion de alternativas, motivacion y acompanamiento - ADAMA",""
"Servico Social da Industria Departamento Nacional - SESI/DN",""
"Consolidated Contractors Company",""
"TOTVS S.A.",""
"Ratos AB",""
"Fundacion Adecco",""
"GIZ - Deutsche Gesellschaft fur Internationale Zusammenarbeit GmbH",""
"Distribuidora Internacional de Alimentacion S.A. (DIA)",""
"ESADE Business School",""
"AES Dominicana",""
"Swedfund International AB",""
"The Linde Group",""
"Small & medium Business Corporation",""
"Confederacion de Empresarios de Malaga",""
"NoviaSalcedo Fundación",""
"BELIMO Holding AG",""
"Sixth Swedish National Pension Fund",""
"Polymetal International plc",""
"Nippon Television Holding, Inc.",""
"Eksport Kredit Fonden",""
"Plataforma de ONG de Accion Social",""
"Carlsberg Srbija d.o.o.",""
"Jiangyin Electrical Alloy Co., Ltd",""
"Balmer Lawrie & Co. Ltd.",""
"MTN Group Limited",""
"Chemanex PLC",""
"Terra Nova - Regularizacoes Fundiarias",""
"Bursa Chamber of Commerce And Industry",""
"Pact Group",""
"Grupo Herdez, S.A.B. de C.V.",""
"Gofast Gruppen AB",""
"Speexx | digital publishing AG",""
"Banca Civica",""
"Red Board Macao Commercial Offshore Ltd.",""
"Svenska Handelsbanken AB (publ)",""
"China Ocean Shipping Group - COSCO",""
"Aros Quality Group AB",""
"AMICA",""
"AMPROS- Asociacion Cantabra en Favor de las Personas con Discapacidad Intelectual",""
"COCEMFE Cantabria",""
"Fundacion Mujer Familia y Trabajo",""
"Ilustre Colegio de Farmaceuticos de Malaga (ICOFMA)",""
"Aguas de Cartagena S.A. E.S.P.",""
"Organismo Autonomo de Gestion Tributaria y Otros Servicios Municipales del Ayuntamiento de Malaga",""
"Sociedad Publica de Gestion Ambiental. IHOBE, S.A.",""
"Employees Association of Petrobras",""
"Antel (Administration Nacional De Telecomunicaciones)",""
"Daifuku Co., Ltd.",""
"De Dietrich Thermique",""
"Statens Serum Institut",""
"Bartin Chamber of Commerce Industry",""
"Claros, S.C.A. de Interes Social",""
"MittMedia Print AB",""
"Lonza Group Ltd",""
"Asociacion de las Federaciones Deportivas de Bizkaia - ASFEDEBI",""
"Companhia de Processamento de Dados do Estado de Sao Paulo - PRODESP",""
"KXS International LLC",""
"Jal Group Tunisia",""
"Caja General de Ahorros de Canarias",""
"ASFINAG",""
"Korea Energy Management Corporation",""
"Samjong KPMG Inc.",""
"Korea District Heating Corporation",""
"Bangchak Petroleum Public Company Limited",""
"Wenzhou Hongfeng Electrical Alloy Co., Ltd.",""
"University of Banking of the National Bank of Ukraine (Kyiv)",""
"Indo Internacional, S.A.",""
"PGE","pge|pgesa|PGE Polska Grupa Energetyczna S.A."
"China Vanke","china vanke|vanke|China Vanke Co., Ltd."
"The Association of Danish Law Firms (Danske Advokater)",""
"KIA Motors Corporation","Kia Motors Corp."
"Teknopark Istanbul AS",""
"Nedbank Group",""
"Yauba New Media",""
"Shanghai Rox Electric Appliance Co., Ltd",""
"Serveis Informatics La Caixa S.A.",""
"Handvaerksradet - Danish Federation of SMEs",""
"A&G Management Consulting",""
"AB LESTO",""
"Bharat Aluminium Company Ltd. (BALCO)",""
"Konekesko Lietuva UAB",""
"Guilin Zizhu Latex Co.,Ltd.",""
"K-One Technology Bhd.",""
"Jeju Tourism Organization",""
"Kapsch TrafficCom AG",""
"VimpelCom","VimpelCom Ltd"
"Clariant","Clariant International Ltd"
"Pfizer S.A. de C.V.",""
"GAIL India","gail india|gailonline|GAIL (India) Limited"
"PTT PCL","ptt pcl|pttplc|PTT Public Company Limited"
"Norbert Dentressangle",""
"Universidad Nacional De Asuncion",""
"Hamon",""
"Ericsson","LM Ericsson|Ericsson Kenya|Ericsson (Subsidiary with 100% Foreign Investment)"
"Sambus Company Ltd.",""
"Qatar Institute of Directors",""
"Atlas Honda Limited",""
"Newports Institute of Communications and Economics",""
"Apoteksgruppen i Sverige AB",""
"Cloetta AB",""
"HEAG Sudhessische Energie AG (HSE)",""
"Langfang Ronghao Paper Product Co., Ltd",""
"Acumed",""
"Gangdong-gu City Management Corporation",""
"Zygon Baltic Consulting Ltd.",""
"ATVR - The State Alcohol and Tobacco Company of Iceland",""
"Petronet LNG Limited",""
"Mammut Work Wear A/S",""
"Entreprise Tunisienne d'Activites Petrolieres",""
"PostNord AB",""
"HL Display AB (publ)",""
"Concorde Opera Paris","Hotel de la Paix|Hotel Villa Massalia Concorde Marseille|Hotel du Louvre|Hotel Concorde Berlin/ Concorde Deutschland GmbH"
"Wilbury Stratton",""
"Hellenic Aerospace Industry S.A.",""
"M.K. Industries",""
"Lineas Escolares y Turismo Lidertur S.A. - Lidertur S.A.",""
"Supermercados El Arbol",""
"Universidad Manuela Beltran Bogota",""
"Industrieverband Textil Service - intex e.V.",""
"A/S Chr. Boldsen",""
"China Translation & Publishing Corp.",""
"Caja Circulo",""
"ALFARES Pharmaceuticals",""
"Consort NT",""
"Vesta",""
"Kenya Grange Vehicle Industries Ltd.",""
"Press Comp International P Ltd.",""
"Holcim Hungaria Zrt.",""
"Utenos Vandenys",""
"Yuyu Inc.",""
"Rosneft Oil Company JSC",""
"Empresa Paulista de Planejamento Metropolitano S.A. - EMPLASA",""
"Isbank","Isbank (Turkiye Is Bankasi)"
"Coca-Cola HBC Hrvatska d.o.o.",""
"Kuwait Resources House",""
"Edita Vaestra Aros AB",""
"EPOS Health Management",""
"Itaipu Binacional - Paraguay",""
"SQ Celsius Limited",""
"Avinor AS",""
"Conhydra S.A. E.S.P",""
"Bamburi Cement Ltd.",""
"Danske Spil A/S",""
"Beijing Friend Chemical Co., Ltd",""
"CCU S.A.",""
"Group of Companies Rosvodokanal",""
"Empresa Electrica Quito",""
"Chugai (Malaysia) Sdn. Bhd.",""
"DuPont Argentina SRL",""
"Cosmote - Mobile Telecommunications S.A.",""
"HRC Relaciones Publicas y Comunicacion S.R.L.",""
"Transmode Systems AB",""
"bluegr Mamidakis Hotels",""
"Cushman and Wakefield Consultoria Imobiliaria Ltda.",""
"Swedish Export Credit Corporation",""
"BGFretail Co.,Ltd.",""
"I.C.E. (Industrielle Chauffage Entreprise)",""
"Bureau Veritas LIT, UAB",""
"Desarrollo Agricola del Paraguay",""
"Cobalsa, Cia. Industrial de Balsa S. A.",""
"KOMPAN DICA A/S",""
