wikirate_company_name,wikirate_id,wikipedia_company_page
Reliance Steel & Aluminum Co.,863311,https://en.wikipedia.org/wiki/Reliance_Steel_%26_Aluminum_Co.
Cabot Oil & Gas,58894,https://en.wikipedia.org/wiki/Cabot_Oil_%26_Gas
Regis Corporation,863312,https://en.wikipedia.org/wiki/Regis_Corporation
Interactive Brokers Group,50815,https://en.wikipedia.org/wiki/Interactive_Brokers
Arch Coal,867648,https://en.wikipedia.org/wiki/Arch_Coal
Invacare,856691,https://en.wikipedia.org/wiki/Invacare_Corporation
World Fuel Services,50295,https://en.wikipedia.org/wiki/World_Fuel_Services
Realogy Holdings,58762,https://en.wikipedia.org/wiki/Realogy
Spectrum Brands Holdings Inc.,776785,https://en.wikipedia.org/wiki/Spectrum_Brands
Fluor,56070,https://en.wikipedia.org/wiki/Fluor_Corporation
Panera Bread,975149,https://en.wikipedia.org/wiki/Panera_Bread
Harman International Industries,864364,https://en.wikipedia.org/wiki/Harman_International_Industries
Vishay Intertechnology,863473,https://en.wikipedia.org/wiki/Vishay_Intertechnology
Genworth Financial,48534,https://en.wikipedia.org/wiki/Genworth_Financial
Constellation Brands,48933,https://en.wikipedia.org/wiki/Constellation_Brands
Trinity Industries,863511,https://en.wikipedia.org/wiki/Trinity_Industries
National Presto Industries,871726,https://en.wikipedia.org/wiki/National_Presto_Industries
Allergan,48704,https://en.wikipedia.org/wiki/Allergan
RadioShack,863549,https://en.wikipedia.org/wiki/RadioShack
Edwards Lifesciences,51023,https://en.wikipedia.org/wiki/Edwards_Lifesciences
Callaway Golf Company,863575,https://en.wikipedia.org/wiki/Callaway_Golf_Company
Quantum Corporation,863613,https://en.wikipedia.org/wiki/Quantum_Corporation
O'Reilly Automotive,49251,https://en.wikipedia.org/wiki/O%27Reilly_Auto_Parts
Armstrong World Industries,863689,https://en.wikipedia.org/wiki/Armstrong_World_Industries
WR Berkley,58054,https://en.wikipedia.org/wiki/W._R._Berkley
Dollar Tree,57946,https://en.wikipedia.org/wiki/Dollar_Tree
Forest Laboratories,50392,https://en.wikipedia.org/wiki/Forest_Laboratories
Mary Kay,55984,https://en.wikipedia.org/wiki/Mary_Kay
CKE Restaurants Inc,428017,https://en.wikipedia.org/wiki/CKE_Restaurants
Cypress Semiconductor,863727,https://en.wikipedia.org/wiki/Cypress_Semiconductor
Exelis Inc.,863765,https://en.wikipedia.org/wiki/Exelis_Inc.
Genuine Parts,57649,https://en.wikipedia.org/wiki/Genuine_Parts_Company
Quest Diagnostics,49353,https://en.wikipedia.org/wiki/Quest_Diagnostics
Nuance Communications,863803,https://en.wikipedia.org/wiki/Nuance_Communications
ADTRAN,863841,https://en.wikipedia.org/wiki/ADTRAN
SCANA,49926,https://en.wikipedia.org/wiki/SCANA_Corporation
DISH Network,57122,https://en.wikipedia.org/wiki/Dish_Network
Blackstone Group,56506,https://en.wikipedia.org/wiki/Blackstone_Group
Smart & Final,863918,https://en.wikipedia.org/wiki/Smart_%26_Final
Aerojet Rocketdyne,863956,https://en.wikipedia.org/wiki/Aerojet_Rocketdyne
Acuity Brands,863957,https://en.wikipedia.org/wiki/Acuity_Brands
Perry Ellis International,863995,https://en.wikipedia.org/wiki/Perry_Ellis_International
Bed Bath & Beyond Inc.,774197,https://en.wikipedia.org/wiki/Bed_Bath_%26_Beyond
Leidos,918939,https://en.wikipedia.org/wiki/Leidos
Apache,56852,https://en.wikipedia.org/wiki/Apache_Corporation
Equifax,51181,https://en.wikipedia.org/wiki/Equifax
PerkinElmer,864033,https://en.wikipedia.org/wiki/PerkinElmer
Booz Allen Hamilton,864072,https://en.wikipedia.org/wiki/Booz_Allen_Hamilton
CIT Group,57681,https://en.wikipedia.org/wiki/CIT_Group
F5 Networks,864148,https://en.wikipedia.org/wiki/F5_Networks
Legg Mason,967716,https://en.wikipedia.org/wiki/Legg_Mason
Watkins Incorporated,53448,https://en.wikipedia.org/wiki/Watkins_Incorporated
Patterson Companies,864186,https://en.wikipedia.org/wiki/Patterson_Companies
Ecolab,56066,https://en.wikipedia.org/wiki/Ecolab
DaVita,48632,https://en.wikipedia.org/wiki/DaVita
Mosaic,56271,https://en.wikipedia.org/wiki/The_Mosaic_Company
T Rowe Price,57918,https://en.wikipedia.org/wiki/T._Rowe_Price
Berry Plastics,852974,https://en.wikipedia.org/wiki/Berry_Plastics
Denbury Resources,50922,https://en.wikipedia.org/wiki/Denbury_Resources
US Steel,56161,https://en.wikipedia.org/wiki/U.S._Steel
Tesla Motors,6273,https://en.wikipedia.org/wiki/Tesla_Motors
ManpowerGroup,51273,https://en.wikipedia.org/wiki/Manpower,_Inc.
Ameriprise Financial,47947,https://en.wikipedia.org/wiki/Ameriprise_Financial
Sealed Air,58910,https://en.wikipedia.org/wiki/Sealed_Air_Corporation
Thor Industries,864262,https://en.wikipedia.org/wiki/Thor_Industries
Oil India Limited (OIL),968806,https://en.wikipedia.org/wiki/Oil_India_Limited
Tata Motors Ltd,776653,https://en.wikipedia.org/wiki/Tata_Motors
Coal India,61136,https://en.wikipedia.org/wiki/Coal_India_Limited
IDBI Bank,58191,https://en.wikipedia.org/wiki/IDBI_Bank
Central Bank of India,50468,https://en.wikipedia.org/wiki/Central_Bank_of_India
ITC,48866,https://en.wikipedia.org/wiki/ITC_Limited
Corporation Bank,58866,https://en.wikipedia.org/wiki/Corporation_Bank
Tata Steel,6639,https://en.wikipedia.org/wiki/Tata_Steel
Bharat Heavy Electricals,48945,https://en.wikipedia.org/wiki/Bharat_Heavy_Electricals_Limited
Steel Authority of India,58247,https://en.wikipedia.org/wiki/Steel_Authority_of_India_Limited
Andhra Bank,59134,https://en.wikipedia.org/wiki/Andhra_Bank
HCL Technologies,49466,https://en.wikipedia.org/wiki/HCL_Technologies
Rural Electrification,49863,https://en.wikipedia.org/wiki/Rural_Electrification_Corporation_Limited
Indian Oil,61172,https://en.wikipedia.org/wiki/Indian_Oil_Corporation
Wipro Ltd.,8699,https://en.wikipedia.org/wiki/Wipro_Technologies
Bank of Baroda,57549,https://en.wikipedia.org/wiki/Bank_of_Baroda
Allahabad Bank,58890,https://en.wikipedia.org/wiki/Allahabad_Bank
Hindalco Industries,49127,https://en.wikipedia.org/wiki/Hindalco_Industries
Infosys,48661,https://en.wikipedia.org/wiki/Infosys
Axis Bank,57320,https://en.wikipedia.org/wiki/Axis_Bank_Ltd
JSW Steel,59154,https://en.wikipedia.org/wiki/Jindal_South_West_Ltd.
Kotak Mahindra Bank,49682,https://en.wikipedia.org/wiki/Kotak_Mahindra_Bank
The Tata Power Company Limited,56218,https://en.wikipedia.org/wiki/Tata_Power
Micromax,169656,https://en.wikipedia.org/wiki/Micromax_Mobile
VICCO,55780,https://en.wikipedia.org/wiki/Vicco_Group
UCO Bank,58950,https://en.wikipedia.org/wiki/UCO_Bank
Yes Bank,970561,https://en.wikipedia.org/wiki/Yes_Bank
Power Finance,58095,https://en.wikipedia.org/wiki/Power_Finance_Corporation
NTPC,48046,https://en.wikipedia.org/wiki/National_Thermal_Power_Corporation
Mahindra & Mahindra,48821,https://en.wikipedia.org/wiki/Mahindra_%26_Mahindra
Bajaj Auto,58463,https://en.wikipedia.org/wiki/Bajaj_Auto
Tata Global Beverages,6241,https://en.wikipedia.org/wiki/Tata_Global_Beverages
Power Grid of India,57802,https://en.wikipedia.org/wiki/Power_Grid_Corporation_of_India
Jindal Steel & Power,51107,https://en.wikipedia.org/wiki/Jindal_Steel
NHPC,61236,https://en.wikipedia.org/wiki/National_Hydroelectric_Power_Corporation
Hindustan Petroleum,49603,https://en.wikipedia.org/wiki/Hindustan_Petroleum
Hero Motocorp,59042,https://en.wikipedia.org/wiki/Hero_MotoCorp
Oriental Bank of Commerce,50957,https://en.wikipedia.org/wiki/Oriental_Bank_of_Commerce
NIS a.d. Novi Sad,968798,https://en.wikipedia.org/wiki/Naftna_Industrija_Srbije
Essilor International,48929,https://en.wikipedia.org/wiki/Essilor
LagardΠ“Π�re,57846,https://en.wikipedia.org/wiki/Lagard%C3%A8re_Group
Bouygues,48545,https://en.wikipedia.org/wiki/Bouygues
Carrefour S.A.,17024,https://en.wikipedia.org/wiki/Carrefour
Orange,56445,https://en.wikipedia.org/wiki/Orange_S.A.
Iliad,49973,https://en.wikipedia.org/wiki/Iliad_(company)
Dassault Aviation,49106,https://en.wikipedia.org/wiki/Dassault_Aviation
Areva,49014,https://en.wikipedia.org/wiki/Areva
Capgemini,56054,https://en.wikipedia.org/wiki/Capgemini
Rexel,49368,https://en.wikipedia.org/wiki/Rexel
Publicis Groupe,57247,https://en.wikipedia.org/wiki/Publicis
Atos,49573,https://en.wikipedia.org/wiki/Atos
Technip,48613,https://en.wikipedia.org/wiki/Technip
Actavis,57625,https://en.wikipedia.org/wiki/Actavis
Iran Khodro,834531,https://en.wikipedia.org/wiki/Iran_Khodro_Diesel
Advantest,972975,https://en.wikipedia.org/wiki/Advantest
Fuji Heavy Industries,48040,https://en.wikipedia.org/wiki/Fuji_Heavy_Industries
Shin-Etsu Chemical,48361,https://en.wikipedia.org/wiki/Shin-Etsu_Chemical
Tohoku Electric Power,57898,https://en.wikipedia.org/wiki/Tohoku_Electric_Power
Tokyo Gas,57231,https://en.wikipedia.org/wiki/Tokyo_Gas
Tokyo Electric Power,48106,https://en.wikipedia.org/wiki/Tokyo_Electric_Power
Electric Power Development,50144,https://en.wikipedia.org/wiki/Electric_Power_Development_Company
Kikkoman,974362,https://en.wikipedia.org/wiki/Kikkoman
Toyota Boshoku,59122,https://en.wikipedia.org/wiki/Toyota_Boshoku
Idemitsu Kosan,57437,https://en.wikipedia.org/wiki/Idemitsu_Kosan
Toppan Printing,58299,https://en.wikipedia.org/wiki/Toppan_Printing
Resona Holdings,57041,https://en.wikipedia.org/wiki/Resona
Kansai Electric Power,48635,https://en.wikipedia.org/wiki/Kansai_Electric_Power_Company
Nomura Holdings,56808,https://en.wikipedia.org/wiki/Nomura_Holdings
Nanto Bank,58722,https://en.wikipedia.org/wiki/Nanto_Bank
Taisei,49753,https://en.wikipedia.org/wiki/Taisei_Corporation
Mizuho Financial,47443,https://en.wikipedia.org/wiki/Mizuho_Financial_Group
Mitsubishi UFJ Financial,47343,https://en.wikipedia.org/wiki/Mitsubishi_UFJ_Financial_Group
Mazda Motor,57183,https://en.wikipedia.org/wiki/Mazda
Kawasaki Heavy Industries,57934,https://en.wikipedia.org/wiki/Kawasaki_Heavy_Industries
Seven & I Holdings,56824,https://en.wikipedia.org/wiki/Seven_%26_I_Holdings_Co.
Toho Bank,58782,https://en.wikipedia.org/wiki/Toho_Bank
Orix,47979,https://en.wikipedia.org/wiki/Orix
IHI,49281,https://en.wikipedia.org/wiki/IHI_Corporation
Keyence,46131,https://en.wikipedia.org/wiki/Keyence
Dai Nippon Printing,49479,https://en.wikipedia.org/wiki/Dai_Nippon_Printing
Uniqlo Co.,9141,https://en.wikipedia.org/wiki/Uniqlo
West Japan Railway,48696,https://en.wikipedia.org/wiki/West_Japan_Railway
Isuzu Motors,57384,https://en.wikipedia.org/wiki/Isuzu_Motors
Sumitomo Electric,57235,https://en.wikipedia.org/wiki/Sumitomo_Electric
T&D Holdings,57074,https://en.wikipedia.org/wiki/T%26D_Holdings
East Japan Railway,47716,https://en.wikipedia.org/wiki/East_Japan_Railway_Company
Sumitomo Chemical,49255,https://en.wikipedia.org/wiki/Sumitomo_Chemical
Mitsubishi Materials,49326,https://en.wikipedia.org/wiki/Mitsubishi_Materials
Kubota,48365,https://en.wikipedia.org/wiki/Kubota
Daiwa Securities,57045,https://en.wikipedia.org/wiki/Daiwa_Securities
Sega Sammy Holdings,50569,https://en.wikipedia.org/wiki/Sega_Sammy_Holdings
Kobe Steel,57689,https://en.wikipedia.org/wiki/Kobe_Steel
Shimano,50915,https://en.wikipedia.org/wiki/Shimano
Hokkoku Bank,58974,https://en.wikipedia.org/wiki/Hokkoku_Bank
Tosoh,51017,https://en.wikipedia.org/wiki/Tosoh
Oriental Land,58091,https://en.wikipedia.org/wiki/The_Oriental_Land_Company
Fuji Electric,59146,https://en.wikipedia.org/wiki/Fuji_Electric
Kajima,49906,https://en.wikipedia.org/wiki/Kajima_Construction
Hokkaido Electric Power,50803,https://en.wikipedia.org/wiki/Hokkaid%C5%8D_Electric_Power
Shimizu,58379,https://en.wikipedia.org/wiki/Shimizu_Corporation
NEC Corporation,46283,https://en.wikipedia.org/wiki/Nippon_Electric_Corporation
Softbank,47406,https://en.wikipedia.org/wiki/Softbank
Nippon Express,58339,https://en.wikipedia.org/wiki/Nippon_Express
Inpex,48030,https://en.wikipedia.org/wiki/Inpex
UNY Group Holdings,59186,https://en.wikipedia.org/wiki/Uny
Itochu,47666,https://en.wikipedia.org/wiki/Itochu
Rakuten,48905,https://en.wikipedia.org/wiki/Rakuten
NSK,50998,https://en.wikipedia.org/wiki/NSK_Ltd.
Tokio Marine Holdings,47637,https://en.wikipedia.org/wiki/Millea_Holdings
Kyushu Electric Power,49244,https://en.wikipedia.org/wiki/Kyushu_Electric_Power
Kirin Holdings,48321,https://en.wikipedia.org/wiki/Kirin_Brewery_Company
Shinsei Bank,58159,https://en.wikipedia.org/wiki/Shinsei_Bank
Joyo Bank,58512,https://en.wikipedia.org/wiki/Joyo_Bank
Makita,51104,https://en.wikipedia.org/wiki/Makita
Shizuoka Bank,57906,https://en.wikipedia.org/wiki/Shizuoka_Bank
Aisin Seiki,57167,https://en.wikipedia.org/wiki/Aisin_Seiki
Secom,48957,https://en.wikipedia.org/wiki/Secom
Yamaguchi Financial,49965,https://en.wikipedia.org/wiki/Yamaguchi_Bank
Kagome,974358,https://en.wikipedia.org/wiki/Kagome_Co.,_Ltd.
Bank of Yokohama,57762,https://en.wikipedia.org/wiki/Bank_of_Yokohama
Fanuc,48908,https://en.wikipedia.org/wiki/Fanuc
Meiji Holdings,59166,https://en.wikipedia.org/wiki/Meiji_Holdings
Renesas Electronics,50073,https://en.wikipedia.org/wiki/Renesas_Electronics_Corporation
Yamada Denki,58443,https://en.wikipedia.org/wiki/Yamada_Denki
Brother,972980,https://en.wikipedia.org/wiki/Brother_Industries
Nippon Yusen,56251,https://en.wikipedia.org/wiki/Nippon_Yusen
Sekisui House,57433,https://en.wikipedia.org/wiki/Sekisui_House
JTEKT,50522,https://en.wikipedia.org/wiki/JTEKT
Aichi Bank,59094,https://en.wikipedia.org/wiki/Aichi_Bank
Toray Industries,57397,https://en.wikipedia.org/wiki/Toray
JFE Holdings,57033,https://en.wikipedia.org/wiki/JFE_Holdings
Asahi Kasei,57348,https://en.wikipedia.org/wiki/Asahi_Kasei
Credit Saison,58818,https://en.wikipedia.org/wiki/Credit_Saison
Tobu Railway,58630,https://en.wikipedia.org/wiki/Tobu_Railway
Bank of Iwate,59002,https://en.wikipedia.org/wiki/Bank_of_Iwate
Chugoku Electric Power,49713,https://en.wikipedia.org/wiki/Chugoku_Electric_Power
Marubeni,47839,https://en.wikipedia.org/wiki/Marubeni
Nippon Paper Industries,50235,https://en.wikipedia.org/wiki/Nippon_Paper_Industries
Chubu Electric Power,48757,https://en.wikipedia.org/wiki/Chubu_Electric_Power
77 Bank,58593,https://en.wikipedia.org/wiki/77_Bank
Daiwa House Industry,48398,https://en.wikipedia.org/wiki/Daiwa_House_Industry
Chiba Bank,58034,https://en.wikipedia.org/wiki/Chiba_Bank
Aozora Bank,58267,https://en.wikipedia.org/wiki/Aozora_Bank
Obayashi,49836,https://en.wikipedia.org/wiki/Obayashi_Corporation
Cosmo Oil,58083,https://en.wikipedia.org/wiki/Cosmo_Oil
NTT DoCoMo,917476,https://en.wikipedia.org/wiki/NTT_DoCoMo
Odakyu Electric Railway,59170,https://en.wikipedia.org/wiki/Odakyu_Electric_Railway
Alrosa,49533,https://en.wikipedia.org/wiki/ALROSA
Transneft,47790,https://en.wikipedia.org/wiki/Transneft
Mechel,50277,https://en.wikipedia.org/wiki/Mechel
Magnit,57388,https://en.wikipedia.org/wiki/Magnit
Lukoil,968785,https://en.wikipedia.org/wiki/LUKoil
Magnitogorsk Iron & Steel,50581,https://en.wikipedia.org/wiki/Magnitogorsk_Iron_and_Steel_Works
Novolipetsk Steel,58131,https://en.wikipedia.org/wiki/Novolipetsk_Steel
Mail.Ru,564303,https://en.wikipedia.org/wiki/Mail.Ru_Group
Metalloinvest,918312,https://en.wikipedia.org/wiki/Metalloinvest
X5 Retail Group,58447,https://en.wikipedia.org/wiki/X5_Retail_Group
Inter Rao,61220,https://en.wikipedia.org/wiki/Inter_RAO
Norilsk Nickel,57114,https://en.wikipedia.org/wiki/Norilsk_Nickel
Emirates NBD,48722,https://en.wikipedia.org/wiki/National_Bank_of_Dubai
DP World,57814,https://en.wikipedia.org/wiki/DP_World
Emaar Properties,49120,https://en.wikipedia.org/wiki/Emaar_Properties
TAQA,50045,https://en.wikipedia.org/wiki/TAQA
Mashreq Bank,58331,https://en.wikipedia.org/wiki/Mashreqbank
Dubai Islamic Bank,49694,https://en.wikipedia.org/wiki/Dubai_Islamic_Bank
Aldar Properties,49999,https://en.wikipedia.org/wiki/Aldar_Properties
Union National Bank,50191,https://en.wikipedia.org/wiki/Union_National_Bank
National Bank of Abu Dhabi,48519,https://en.wikipedia.org/wiki/National_Bank_of_Abu_Dhabi
Emirates Telecommunications,56528,https://en.wikipedia.org/wiki/Du_(telco)
Abu Dhabi Islamic Bank,50654,https://en.wikipedia.org/wiki/Abu_Dhabi_Islamic_Bank
Chang Hwa Bank,58536,https://en.wikipedia.org/wiki/Chang_Hwa_Bank
RITEK CORPORATION,971885,https://en.wikipedia.org/wiki/Ritek
SinoPac Financial,58427,https://en.wikipedia.org/wiki/SinoPac_Financial_Holdings
Taiwan Sugar Corporation,975180,https://en.wikipedia.org/wiki/Taiwan_Sugar_Corporation
FSP Technology Inc. (FSP),918916,https://en.wikipedia.org/wiki/FSP_Group
HeySong Corporation,974348,https://en.wikipedia.org/wiki/HeySong_Corporation
CMC Magnetics Corporation,972989,https://en.wikipedia.org/wiki/CMC_Magnetics
Taiwan Mobile,58471,https://en.wikipedia.org/wiki/Taiwan_Mobile
Fubon Financial,56989,https://en.wikipedia.org/wiki/Fubon_Financial_Holding_Co.
China Motor Corporation (CMC),838298,https://en.wikipedia.org/wiki/China_Motor_Corporation
China Steel Corporation (CSC),911801,https://en.wikipedia.org/wiki/China_Steel
Chunghwa Telecom,57368,https://en.wikipedia.org/wiki/Chunghwa_Telecom
CTBC Holding,965794,https://en.wikipedia.org/wiki/Chinatrust_Commercial_Bank
Taiwan Power Company,968847,https://en.wikipedia.org/wiki/Taiwan_Power_Company
Pou Chen,58918,https://en.wikipedia.org/wiki/Pou_Chen_Corporation
Vanguard International Semiconductor Co.,971896,https://en.wikipedia.org/wiki/Vanguard_International_Semiconductor_Corporation
NVIDIA,61306,https://en.wikipedia.org/wiki/NVIDIA
Phison Electronics Corporation,971877,https://en.wikipedia.org/wiki/Phison
WINBOND ELECTRONICS,971901,https://en.wikipedia.org/wiki/Winbond
Chroma ATE Inc.,972985,https://en.wikipedia.org/wiki/Chroma_ATE
China Airlines,931257,https://en.wikipedia.org/wiki/China_Airlines
Epistar Corp.,918908,https://en.wikipedia.org/wiki/Epistar
Wei Chuan Foods Corporation,975206,https://en.wikipedia.org/wiki/Wei-Chuan_Food_Corporation
United Microelectronics Corporation,971893,https://en.wikipedia.org/wiki/United_Microelectronics_Corporation
Inventec,50848,https://en.wikipedia.org/wiki/Inventec
D-Link Corporation,917462,https://en.wikipedia.org/wiki/D-Link
China Life Insurance (Taiwan),50128,https://en.wikipedia.org/wiki/China_Life_Insurance_Company_(Taiwan)
AU Optronics,58335,https://en.wikipedia.org/wiki/AU_Optronics
In Win Development,918929,https://en.wikipedia.org/wiki/In_Win_Development
Mustek,917473,https://en.wikipedia.org/wiki/Mustek_Systems
Formosa Plastics,57613,https://en.wikipedia.org/wiki/Formosa_Plastics
Singapore Airlines,49149,https://en.wikipedia.org/wiki/Singapore_Airlines
M1,917470,https://en.wikipedia.org/wiki/M1_Limited
CapitaLand,49172,https://en.wikipedia.org/wiki/CapitaLand
ST Engineering,58363,https://en.wikipedia.org/wiki/Singapore_Technologies_Engineering
Oversea-Chinese Banking,47828,https://en.wikipedia.org/wiki/Oversea-Chinese_Banking_Corporation
StarHub,917492,https://en.wikipedia.org/wiki/StarHub
Wilmar International,16297,https://en.wikipedia.org/wiki/Wilmar_International
Flextronics International,49577,https://en.wikipedia.org/wiki/Flextronics
SingTel,56142,https://en.wikipedia.org/wiki/Singapore_Telecommunications
H&M,5590,https://en.wikipedia.org/wiki/Hennes_%26_Mauritz
Hanesbrands,60982,https://en.wikipedia.org/wiki/HanesBrands
Under Armour,116498,https://en.wikipedia.org/wiki/Under_Armour
W.L. Gore & Associates GmbH,116514,https://en.wikipedia.org/wiki/W._L._Gore_and_Associates
Fruit of the Loom,116106,https://en.wikipedia.org/wiki/Fruit_of_the_Loom
Abercrombie & Fitch,60914,https://en.wikipedia.org/wiki/Abercrombie_%26_Fitch
Akamai Technologies,51081,https://en.wikipedia.org/wiki/Akamai_Technologies
Alcatel-Lucent,57597,https://en.wikipedia.org/wiki/Alcatel-Lucent
Allstate,56035,https://en.wikipedia.org/wiki/Allstate
Altria Group,56547,https://en.wikipedia.org/wiki/Altria
American Eagle Outfitters,862441,https://en.wikipedia.org/wiki/American_Eagle_Outfitters
Ann Inc.,864224,https://en.wikipedia.org/wiki/Ann_Taylor_(clothing_retailer)
Astellas Pharma,56555,https://en.wikipedia.org/wiki/Astellas_Pharma
AT&T Inc.,37601,https://en.wikipedia.org/wiki/AT%26T_Inc.
Autodesk Inc.,126370,https://en.wikipedia.org/wiki/Autodesk
Avery Dennison Corporation,160884,https://en.wikipedia.org/wiki/Avery_Dennison
Bank of America,47308,https://en.wikipedia.org/wiki/Bank_of_America
Belk,863651,https://en.wikipedia.org/wiki/Belk
BNP Paribas,56567,https://en.wikipedia.org/wiki/BNP_Paribas
Campbell Soup,56314,https://en.wikipedia.org/wiki/Campbell_Soup_Company
Darden Restaurants,50284,https://en.wikipedia.org/wiki/Darden_Restaurants
Dell Inc.,12267,https://en.wikipedia.org/wiki/Dell
Dow Chemical,56576,https://en.wikipedia.org/wiki/Dow_Chemical_Company
Dr Pepper Snapple Group,49592,https://en.wikipedia.org/wiki/Dr_Pepper_Snapple_Group
Duke Energy,56318,https://en.wikipedia.org/wiki/Duke_Energy
EMC,44382,https://en.wikipedia.org/wiki/EMC_Corporation
General Mills Inc.,6673,https://en.wikipedia.org/wiki/General_Mills
Google Inc.,8994,https://en.wikipedia.org/wiki/Google
Hasbro Inc.,47474,https://en.wikipedia.org/wiki/Hasbro
Hilton Worldwide Holdings,48620,https://en.wikipedia.org/wiki/Hilton_Worldwide
Hitachi Ltd.,36681,https://en.wikipedia.org/wiki/Hitachi,_Ltd.
Intel Corporation,4093,https://en.wikipedia.org/wiki/Intel
Jabil Circuit,56589,https://en.wikipedia.org/wiki/Jabil_Circuit
KDDI,47622,https://en.wikipedia.org/wiki/KDDI_Corporation
Kering,8362,https://en.wikipedia.org/wiki/PPR_(company)
Komatsu,48026,https://en.wikipedia.org/wiki/Komatsu_Limited
Levi Strauss & Co.,5587,https://en.wikipedia.org/wiki/Levi_Strauss_%26_Co.
Lockheed Martin,47651,https://en.wikipedia.org/wiki/Lockheed_Martin
Mattel,56108,https://en.wikipedia.org/wiki/Mattel
Maxim Integrated Products,50738,https://en.wikipedia.org/wiki/Maxim_Integrated
McDonald's Corporation,56347,https://en.wikipedia.org/wiki/McDonald%27s
McGraw Hill Financial,967723,https://en.wikipedia.org/wiki/McGraw-Hill
Michelin Group,47939,https://en.wikipedia.org/wiki/Michelin
Micron Technology,45773,https://en.wikipedia.org/wiki/Micron_Technology
Microsoft Corporation,7354,https://en.wikipedia.org/wiki/Microsoft
Newmont Mining,56614,https://en.wikipedia.org/wiki/Newmont_Mining_Corporation
Nordstrom,56618,https://en.wikipedia.org/wiki/Nordstrom
NRG Energy,56622,https://en.wikipedia.org/wiki/NRG_Energy
PepsiCo Inc.,8924,https://en.wikipedia.org/wiki/PepsiCo
Qualcomm,39628,https://en.wikipedia.org/wiki/Qualcomm
Regeneron Pharmaceuticals,49810,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals
Sodexo,56331,https://en.wikipedia.org/wiki/Sodexo
Starwood Hotels and Resorts Worldwide Inc.,49378,https://en.wikipedia.org/wiki/Starwood_Hotels_%26_Resorts_Worldwide
State Street,56627,https://en.wikipedia.org/wiki/State_Street_Corporation
Sumitomo Mitsui Trust,47923,https://en.wikipedia.org/wiki/Mitsui_Trust_Holdings
Takeda Pharmaceutical,47915,https://en.wikipedia.org/wiki/Takeda_Pharmaceutical_Co.,_Ltd.
Tiffany &amp Co.,776737,https://en.wikipedia.org/wiki/Tiffany_%26_Company
Toshiba Corporation,28895,https://en.wikipedia.org/wiki/Toshiba
Verizon Communications Inc.,8868,https://en.wikipedia.org/wiki/Verizon_Communications
VINCI,47569,https://en.wikipedia.org/wiki/Vinci_(construction)
Western Union,56641,https://en.wikipedia.org/wiki/Western_Union
Xerox,56177,https://en.wikipedia.org/wiki/Xerox
Zurich Insurance Group,47423,https://en.wikipedia.org/wiki/Zurich_Insurance_Group
Amazon.com Inc.,11708,https://en.wikipedia.org/wiki/Amazon.com
Amkor Technology,863880,https://en.wikipedia.org/wiki/Amkor_Technology
Applied Materials,45768,https://en.wikipedia.org/wiki/Applied_Materials
Citrix Systems,56654,https://en.wikipedia.org/wiki/Citrix_Systems
Compal Electronics Inc.,58455,https://en.wikipedia.org/wiki/Compal_Electronics
Directv,47832,https://en.wikipedia.org/wiki/DirecTV
Eastman Kodak,56535,https://en.wikipedia.org/wiki/Eastman_Kodak
Fairchild Semiconductor,859846,https://en.wikipedia.org/wiki/Fairchild_Semiconductor
Foxconn Technology Group,28889,https://en.wikipedia.org/wiki/Foxconn
HTC Corporation,165669,https://en.wikipedia.org/wiki/HTC_Corporation
Lexmark International Inc.,126090,https://en.wikipedia.org/wiki/Lexmark
Marvell Technology Group,862403,https://en.wikipedia.org/wiki/Marvell_Technology_Group
Molex Inc,971870,https://en.wikipedia.org/wiki/Molex
Motorola Solutions,48726,https://en.wikipedia.org/wiki/Motorola
Netgear,864110,https://en.wikipedia.org/wiki/Netgear
ON Semiconductor,859623,https://en.wikipedia.org/wiki/ON_Semiconductor
Quanta Computer Inc.,36647,https://en.wikipedia.org/wiki/Quanta_Computer
SanDisk Corporation,56659,https://en.wikipedia.org/wiki/SanDisk
Texas Instruments,44399,https://en.wikipedia.org/wiki/Texas_Instruments
Western Digital,48417,https://en.wikipedia.org/wiki/Western_Digital
Wistron,50311,https://en.wikipedia.org/wiki/Wistron
BenQ Corporation,165706,https://en.wikipedia.org/wiki/BenQ
Fujitsu Ltd.,28886,https://en.wikipedia.org/wiki/Fujitsu
Kyocera,48346,https://en.wikipedia.org/wiki/Kyocera
Panasonic Corporation,3986,https://en.wikipedia.org/wiki/Panasonic
Sharp Corporation,166069,https://en.wikipedia.org/wiki/Sharp_Corporation
Aetna,47706,https://en.wikipedia.org/wiki/Aetna
American Express,47451,https://en.wikipedia.org/wiki/American_Express
Berkshire Hathaway,47302,https://en.wikipedia.org/wiki/Berkshire_Hathaway
Cardinal Health,57135,https://en.wikipedia.org/wiki/Cardinal_Health
Citigroup Inc.,47312,https://en.wikipedia.org/wiki/Citigroup
Emerson Electric Company,46124,https://en.wikipedia.org/wiki/Emerson_Electric_Company
FedEx,47762,https://en.wikipedia.org/wiki/FedEx
Ford Motor Company,117737,https://en.wikipedia.org/wiki/Ford_Motor_Company
General Dynamics,47747,https://en.wikipedia.org/wiki/General_Dynamics
General Electric,37805,https://en.wikipedia.org/wiki/General_Electric
